sentence,tags,lem
قال .,verb punc,قال .
.,punc,.
.,punc,.
فنام معروف ذلك الليله ، وهو بغاية الكدر ، وهو بأحلا نومه نظر ابوه عرنوس ، وقال له : يا ولدى ، اقصد بلاد الغلف .,verb adj pron_dem noun punc pron noun noun punc pron noun_prop noun noun noun noun punc verb prep punc part_voc noun punc verb noun noun punc,نام مَعْرُوف ذٰلِكَ لَيْلَة ، هُوَ غايَة كَدَر ، هُوَ باحلا نَوْم نَظَر أَب عِرْناس ، قال لِ : يا لَدَى ، قَصَد بَلَد غِلاف .
قال .,verb punc,قال .
.,punc,.
.,punc,.
فلما اصبح معروف ، تفكر بذلك الرؤيا ، وطلع على الديوان وقصها على الملك والأعيان .,conj verb adj punc verb pron_dem noun punc verb prep noun verb prep noun noun punc,لَمّا أَصْبَح مَعْرُوف ، فَكَّر ذٰلِكَ رُؤَى ، طَلَع عَلَى دِيوان قَصّ عَلَى مَلِك أَعْيان .
فقالوا له : هذه الرؤيا ما فيها ريب ابدًا ، وهي حق وصدق .,verb prep punc pron_dem noun pron_rel prep noun noun punc pron noun noun punc,قال لِ : هٰذا رُؤَى ما فِي رَيْب أَبَد ، هِيَ حَقّ صِدْق .
قال .,verb punc,قال .
.,punc,.
.,punc,.
فلما سمع معروف ذلك التأكيد ، فز من وقته ونزل من الديوان ، اعتد اقتفل ، وتبدل وركب ، وسار على اسكندريه ، نزل فى بعض المراكب ، وسار على اسكندرونه ، وجد مركب متوجه على بلاد الغلف .,conj verb adj pron_dem noun punc verb prep noun verb prep noun punc verb noun_prop punc verb noun punc verb prep adj punc verb prep noun noun punc verb prep noun_prop punc verb noun noun prep noun noun punc,لَمّا سَمِع مَعْرُوف ذٰلِكَ تَأْكِيد ، فَزّ مِن وَقْت نَزَل مِن دِيوان ، ٱِعْتَدّ اقتفل ، بَدَّل رُكْبَة ، راوَنْد عَلَى إِسْكَنْدَرِيّ ، نَزَل فِي عَضّ مَرْكَب ، راوَنْد عَلَى إِسْكَنْدَرُونَة ، وَجَد مَرْكَب مُتَوَجِّه عَلَى بَلَد غِلاف .
فنزل فيه ، وهو تحت التبديل ، وسار طالب بلاد الغلف .,verb prep punc pron noun noun punc verb verb noun noun punc,نَزَل فِي ، هُوَ تَحْتَ تَبْدِيل ، راوَنْد طالَب بَلَد غِلاف .
له معنا كلام .,prep prep noun punc,لِ مَع كَلام .
واما ما كان من الملعون الطون ، فأنه لما نزل بالمركب من اسكندرونه والمياسه معه ، قلع وسار طالب بلاد رومد ، ولما توسط البحر امن على نفسه ، طالع المياسه صحاها ، وطعماها وسقاها ، وحطها بالصابوره .,conj pron_rel verb prep adj noun_prop punc conj_sub pron_rel verb noun prep noun_prop noun prep punc verb verb verb noun noun_prop punc conj verb noun noun prep noun punc adj noun verb punc verb verb punc verb noun punc,إِمّا ما كان مِن مَلْعُون الطون ، أَنَّ ما نَزَل مَرْكَب مِن إِسْكَنْدَرُونَة مَيّاس مَع ، قَلَع راوَنْد طالَب بَلَد رومد ، لَمّا تَوَسَّط بَحْر أَمْن عَلَى نَفْس ، طالِع مَيّاس صَحا ، طَعِم سَقَى ، حَطّ صابُورَة .
وهم سائيرين ، اذ ظهر قدامهم مركب قرصان ، يعنى قطاعين طريق فى البحر ، وذلك المركب من بلاد الغلف الجوانى وصوردين العظما .,pron noun_prop punc conj noun noun noun noun punc verb noun noun prep noun punc pron_dem noun prep noun noun adj noun_prop noun_prop punc,هُم سائيرين ، إِذ ظُهْر قُدّام مَرْكَب قُرْص ، عَنَى قِطاع طَرِيق فِي بَحْر ، ذٰلِكَ مَرْكَب مِن بَلَد غِلاف جُوّانِيّ وصوردين العظما .
وكانوا اهل الغلف انكليز ، واهل رومد فرانسه ، وهم اعداء مع بعضهم .,verb noun noun noun_prop punc noun noun_prop noun_prop punc pron noun prep noun punc,كان أَهْل غِلاف إِنْكلِيزِيّ ، أَهْل رومد فرانسه ، هُم عَدُوّ مَع عَضّ .
فلما نظروا اهل الغلف الى اهل رومد ، هجموا بمركبهم عليهم ، واستيسروا مركب رومد الذى فيه المياسه ، ورجعوا على بلادهم .,conj verb noun noun prep noun noun_prop punc verb noun prep punc verb noun noun_prop pron_rel prep noun punc verb prep noun punc,لَمّا نَظَر أَهْل غِلاف إِلَى أَهْل رومد ، هَجَم مَرْكَب عَلَى ، ٱِسْتَيْسَر مَرْكَب رومد الَّذِي فِي مَيّاس ، رَجَع عَلَى بَلَد .
ولما وصلوا ، اخرجوا المماسيك ، والطون بجملتهم ، وطالعوا المياسه أيضا ، واخذوهم لعند البب الطوردين ، وهو ابن اصطالوت الغلفى الذى كان ركب على الملك الظاهر بالكلاب البيلمانيه .,conj verb punc verb noun_prop punc noun_prop noun punc verb noun noun punc verb verb verb noun_prop punc pron noun_prop noun_prop noun_prop pron_rel verb noun prep noun noun noun noun_prop punc,لَمّا وَصَل ، أَخْرَج المماسيك ، والطون جُمْلَة ، طالَع مَيّاس أَيْض ، أَخَذ عَنِد لَبَّب الطوردين ، هُوَ ٱِبْن اصطالوت الغلفي الَّذِي كان رَكْب عَلَى مَلِك ظاهِر كَلْب البيلمانيه .
وكان هذا البب صغير وقت الذى قتل ابوه .,verb pron_dem verb noun noun pron_rel verb noun punc,كان هٰذا لَبَّب صَغِير وَقْت الَّذِي قَتَل أَب .
فلما انتشا طلع بطلاً شجاع ، وقرمًا مناع ، وتولا الأحكام مطرح ابوه وتزوج .,conj noun_prop verb noun noun_prop punc verb noun punc noun_prop noun noun noun verb punc,لَمّا انتشا طَلَع بَطَل شُجاع ، قَرَم مَنْعَى ، وتولا حُكْم مَطْرَح أَب تَزَوَّج .
وبعد مده ربنا هداه الى الأسلام ، هو وزوجته ، وكتموا اسلامهم .,noun noun noun verb prep noun_prop punc pron noun punc verb noun_prop punc,بُعْد مُدَّة رَبّ هَدَأ إِلَى إِسْلام ، هُوَ زَوْجَة ، كَتَم إِسْلام .
فلما طالعوا له المماسيك والمياسه ، سئلها عن حالها ، فأخبرته انها مسلمه ، وهي زوجة سلطان الفداويه معروف ابن عرنوس ، وهذا اتا وسرقنى .,conj verb prep noun_prop noun punc noun_prop prep noun punc verb conj_sub noun punc pron noun noun_prop noun_prop adj noun_prop noun punc pron_dem noun_prop verb punc,لَمّا طالَع لِ المماسيك مَيّاس ، سئلها عَن حال ، أَخْبَر أَنَّ مُسْلِم ، هِيَ زَوْجَة سُلْطان الفداويه مَعْرُوف ٱِبْن عِرْناس ، هٰذا اتا سَرَق .
واعنت عن الطون .,verb prep noun_prop punc,أَعان عَن الطون .
قال .,verb punc,قال .
.,punc,.
.,punc,.
فلما سمع الطوردين كلامها ، امر بقتل الطون ومن معه .,conj verb noun_prop noun punc noun noun noun_prop prep prep punc,لَمّا سَمِع الطوردين كَلام ، أَمْر قَتْل الطون مِن مَع .
فحالاً رموا رقابهم ، وارسل المياسه الى الحرم .,noun verb noun punc verb noun prep noun punc,حال رَمَى رَقَبَة ، أَرْسَل مَيّاس إِلَى حَرَم .
ولما انفض الديوان ، دخل الى الحرم وطلب مياسه ، وطيب قلبها ، واخلع عليها ، واوعدها انه يبعثها الى بلادها ، واخبرها بأسلامه ، هو وزوجته .,conj verb noun punc verb prep noun verb noun punc adj noun punc verb prep punc verb conj_sub verb prep noun punc verb noun_prop punc pron noun punc,لَمّا نَفَض دِيوان ، دَخَل إِلَى حَرَم طَلَب مَيّاس ، طَيِّب قَلْب ، خَلَع عَلَى ، أَوْعَد أَنَّ بَعَث إِلَى بَلَد ، أَخْبَر إِسْلام ، هُوَ زَوْجَة .
فتشكرت فضله ، وهو فرح بها فرحًا شديد ، بحيث انها وقعت عنده ما وقعت عند غيره من ملوك الأفرنج .,verb noun punc pron noun_prop prep adv noun_prop punc conj conj_sub verb noun pron_rel verb noun noun prep noun noun punc,تَشَكَّر فَضْل ، هُوَ فَرَح بِ فَرَح شَدِيد ، حَيْثُ أَنَّ وَقَع عِنْد ما وَقَع عِنْد غَيْر مِن مَلِك إِفْرَنْج .
واقام بأكرامها شيئى ذايد الوصف .,verb noun noun noun_prop noun punc,أَقام إِكْرام شَيْء ذايد وَصْف .
وقعدت مياسه عندهم .,verb noun noun punc,قَعَد مَيّاس عِنْد .
لها كلام .,prep noun punc,لِ كَلام .
واما ما كان من زوجها معروف ابو طبر ، فأنه طاب معه الريح ، وصل الى بلاد الغلف ، وطلع من البحر ودخل للبلد ، ونزل فى بعض الخانات ، وهو بصفة خواجه تاجر من تجار الأفرنج .,conj pron_rel verb prep noun adj noun_prop noun punc conj_sub noun prep noun punc verb prep noun noun punc verb prep noun verb noun punc verb prep noun noun punc pron noun noun noun prep noun noun punc,إِمّا ما كان مِن زَوْج مَعْرُوف أَبُو طَبَر ، أَنَّ طاب مَع رِيح ، وَصَل إِلَى بَلَد غِلاف ، طَلَع مِن بَحْر دَخَل بَلَد ، نَزَل فِي عَضّ خانَة ، هُوَ صِفَة خَواجَة تاجِر مِن تاجِر إِفْرَنْج .
وبات ذلك الليله ، وقام ثانى الأيام ، اخذ هديه ظريفه وطلع على الديوان ، وقدم الهديه للطوردين .,verb pron_dem noun punc verb adj noun punc verb noun noun verb prep noun punc verb noun noun_prop punc,بات ذٰلِكَ لَيْلَة ، قام ثانِي يَوْم ، أَخَذ هَدِيَّة ظَرِيف طَلَع عَلَى دِيوان ، قَدَّم هَدِيَّة للطوردين .
فقال له الطوردين : ايش بتريد ، يا خواجه ومن اين حضرتك ؟,verb prep noun_prop punc noun_prop noun_prop punc part_voc noun prep adv_interrog noun punc,قال لِ الطوردين : ايش بتريد ، يا خَواجَة مِن أَيْنَ حَضْرَة ؟
قال له : انا من عطف البحر وجزاير المانعه ، وهربان من عندى يسير ، طالع عمال افتش عليه .,verb prep punc pron prep noun noun noun_prop adj punc noun prep noun verb punc adj noun verb prep punc,قال لِ : أَنا مِن عَطْف بَحْر وجزاير مانِع ، هَرْبان مِن عِنْد سار ، طالِع عامِل فَتَّش عَلَى .
قال .,verb punc,قال .
.,punc,.
.,punc,.
وكانت المياسه وزوجة الطوردين ، كل يوم يقعدوا بالشعريه الذى ترمى على الديوان ، ويتفرجوا على الأحكام .,verb noun noun noun_prop punc noun noun verb adj pron_rel verb prep noun punc verb prep noun punc,كان مَيّاس زَوْجَة الطوردين ، كُلّ يَوْم قَعَد شِعْرِيّ الَّذِي رَمَى عَلَى دِيوان ، تَفَرَّج عَلَى حُكْم .
فلما دخل معروف ذلك اليوم ، نقدته مياسه كما ينقد الصيرفى الزكى درهم الزغل ، والتفتت لزوجة الطوردين ، وقالت لها : هذا بعلى معروف ، وهو داير عليّ .,conj verb adj pron_dem noun punc noun noun conj verb noun adj noun noun punc noun noun noun_prop punc verb prep punc pron_dem noun_prop adj punc pron noun_prop prep punc,لَمّا دَخَل مَعْرُوف ذٰلِكَ يَوْم ، ناقِد مَيّاس كَما نَقَد صَيْرَفِيّ زَكِيّ دِرْهَم زَغَل ، تَفَتُّت زَوْجَة الطوردين ، قال لِ : هٰذا عَلِيّ مَعْرُوف ، هُوَ داير عَلَى .
قال .,verb punc,قال .
.,punc,.
.,punc,.
فلما سمعت ذلك الكلام ، حالاً كتبت تذكره وارسلتها مع الطواشى للطوردين ، بأن يحضر الى الحرم .,conj verb pron_dem noun punc noun verb verb verb prep noun noun_prop punc conj_sub verb prep noun punc,لَمّا سَمِع ذٰلِكَ كَلام ، حال كَتَب ذَكَر أَرْسَل مَع طَواشِيّ للطوردين ، أَنَّ حَضَر إِلَى حَرَم .
فلما وصلت التذكره للطوردين ، قراها يراها بطلبه .,conj verb noun noun_prop punc noun verb noun punc,لَمّا وَصَل تَذْكَرَة للطوردين ، قَرْيَة راوَنْد طالِب .
فقام ودخل الحرم ، ومعروف بعده بالديوان .,verb verb noun punc adj noun noun punc,قام دَخَل حَرَم ، مَعْرُوف بُعْد دِيوان .
فلما دخل لعند زوجته ، اخبرته انه ذلك الخواجه الذى قدم لك الهديه هو زوج المياسه المقدم معروف ابو طبر .,conj verb verb noun punc verb conj_sub pron_dem noun pron_rel verb prep noun pron noun noun noun adj noun_prop noun punc,لَمّا دَخَل عَنِد زَوْجَة ، أَخْبَر أَنَّ ذٰلِكَ خَواجَة الَّذِي قَدَّم لِ هَدِيَّة هُوَ زَوْج مَيّاس مُقَدَّم مَعْرُوف أَبُو طَبَر .
فقال للمياسه : صحيح ، يا اختى انه هذا هو زوجك ؟,verb noun punc adj punc part_voc noun conj_sub pron_dem pron noun punc,قال مَيّاس : صَحِيح ، يا أُخْت أَنَّ هٰذا هُوَ زَوْج ؟
قالت له : نعم .,verb prep punc interj punc,قال لِ : نَعَم .
قال .,verb punc,قال .
.,punc,.
.,punc,.
ففرح فرحا شديد ، وطلع على الديوان ، جلس على كرسيه ، واخذ معروف الى جانبه وقام بواجبه ، وصار يتحادث هو واياه الى ان انفض الديوان ، اخذه ودخل الى الحرم ، وقعدوا تعشوا ، وانبسطوا وشربوا القهوه .,noun_prop adv noun_prop punc verb prep noun punc verb prep noun punc verb adj prep noun verb noun punc verb verb pron part prep conj_sub verb noun punc verb verb prep noun punc verb verb punc verb verb noun punc,فَرَح فَرَح شَدِيد ، طَلَع عَلَى دِيوان ، جَلَس عَلَى كُرْسِيّ ، أَخَذ مَعْرُوف إِلَى جانِب قام واجِب ، صار تَحادَث هُوَ إِيّا إِلَى أَنَّ نَفَض دِيوان ، أَخَذ دَخَل إِلَى حَرَم ، قَعَد تَعَشَّى ، ٱِنْبَسَط شَرِب قَهْوَة .
وبعدها التفت الطودرين الى معروف ، وقال له : الا يا خواجه ، يسيرك مؤنث الا مذكر ؟,noun verb noun_prop prep adj punc verb prep punc part part_voc noun punc verb noun part noun punc,بُعْد ٱِلْتَفَت الطودرين إِلَى مَعْرُوف ، قال لِ : إِلّا يا خَواجَة ، سار مُؤَنَّث إِلّا مُذَكَّر ؟
قال فلما سمع معروف ذلك الكلام ، نقذه قلبه وخاف لا يكون نقده ومكر معه .,verb conj verb adj pron_dem noun punc verb noun verb part_neg verb noun noun prep punc,قال لَمّا سَمِع مَعْرُوف ذٰلِكَ كَلام ، نَقَذ قَلْب خاف لا كان نَقْد مَكْر مَع .
فقال له : لاء مذكر .,verb prep punc noun_prop noun punc,قال لِ : لاء مُذَكَّر .
فقال له الطوردين : انا عندى يسير حتى اقوم اجيبه لك ، تشوفه لعله يسيرك .,verb prep noun_prop punc pron noun verb prep verb verb prep punc verb verb_pseudo verb punc,قال لِ الطوردين : أَنا عِنْد سار حَتَّى قام أَجاب لِ ، تَشَوَّف لَعَلَّ سار .
وقام جاب المياسه واجا .,verb verb noun verb punc,قام جاب مَيّاس أَجّ .
فلما نظرها معروف ، كاد ان ينمزع عقله .,conj noun adj punc verb conj_sub noun_prop noun punc,لَمّا نَظَر مَعْرُوف ، كاد أَنَّ ينمزع عَقْل .
فركدت * المياسه ، وقبلت يده وسلمت عليه .,verb punc noun punc verb noun verb prep punc,رَكَد * مَيّاس ، قَبِل يَد سَلَّم عَلَى .
فقال لها معروف : ايش جابك لهون ؟,verb prep adj punc noun_prop verb verb punc,قال لِ مَعْرُوف : ايش جاب لَها ؟
قال .,verb punc,قال .
.,punc,.
.,punc,.
فأخبرته بقصتها من المبتدا الى المنتهى .,verb noun prep noun prep noun punc,أَخْبَر قِصَّة مِن مُبْتَدَأ إِلَى مُنْتَهَى .
قال .,verb punc,قال .
.,punc,.
.,punc,.
فلما سمع ذلك الكلام ، حمد الله ، وقال للطوردين : والأن لكان * انت مسلم ؟,conj verb pron_dem noun punc noun_prop noun_prop punc verb noun_prop punc noun verb punc pron noun punc,لَمّا سَمِع ذٰلِكَ كَلام ، حَمْد اللَّه ، قال للطوردين : آن كان * أَنْتَ مُسْلِم ؟
قال له : نعم ، انا وعيالى من قبل حضور المياسه بزمان ، وكاتم اسلامى .,verb prep punc interj punc pron noun prep noun noun noun noun punc noun adj punc,قال لِ : نَعَم ، أَنا عِيال مِن قِبَل حُضُور مَيّاس زَمان ، أَتَمّ إِسْلامِيّ .
فقال له معروف : هنياءً لك .,verb prep adj punc noun_prop prep punc,قال لِ مَعْرُوف : هنياء لِ .
وتشكر فضله .,verb noun punc,شَكَر فَضْل .
فقال له الطوردين : يا مقدم ، انا ما عدت اقعد بهذه البلاد ، مرادى اتوجه معكم على بلاد الأسلام ، واصحا الى ديانتى .,verb prep noun_prop punc part_voc noun punc pron pron_rel verb verb pron_dem noun punc noun verb prep prep noun noun_prop punc noun prep noun punc,قال لِ الطوردين : يا مُقَدَّم ، أَنا ما عاد أَقْعَد هٰذا بَلَد ، مُراد تَوَجَّه مَع عَلَى بَلَد إِسْلام ، أَصَحّ إِلَى دِيانَة .
فقال له معروف : ولا باس ، فقط بدها الماده اصول حتى نطلع من هون .,verb prep adj punc part_neg noun punc adv noun noun noun prep verb prep noun punc,قال لِ مَعْرُوف : لا بَأْس ، فَقَط بُدّ مادَّة أَصْل حَتَّى أَطْلَع مِن هُون .
قال له الطوردين : معلوم ، بدها أصول ، فأنا بعمل حالى اننى بدى اروح على القدس ، ونرحل على بلاد الأسلام .,verb prep noun_prop punc adj punc noun noun punc pron noun adj conj_sub noun verb prep noun_prop punc verb prep noun noun_prop punc,قال لِ الطوردين : مَعْلُوم ، بُدّ أَصْل ، أَنا عَمَل حالِيّ أَنَّ بُدّ راح عَلَى قُدْس ، رَحَل عَلَى بَلَد إِسْلام .
وباتوا ذلك الليله .,verb pron_dem noun punc,بات ذٰلِكَ لَيْلَة .
وقام ثانى يوم الطوردين ، طلع على الديوان ، وقال للأعيان : انا بدى اروح على القدس ، وازور واوفى نذور ، لأننى نازر نذر وقد حل وفاه .,verb adj noun noun_prop punc verb prep noun punc verb noun punc pron noun verb prep noun_prop punc verb verb noun punc conj_sub verb noun part_verb noun noun punc,قام ثانِي يَوْم الطوردين ، طَلَع عَلَى دِيوان ، قال أَعْيان : أَنا بُدّ راح عَلَى قُدْس ، زار وَفَى نَذْر ، أَنَّ أَزَر نَذْر قَدْ حَلّ وَفاة .
فقالوا له : ما فيه مانع .,verb prep punc pron_rel prep noun punc,قال لِ : ما فِي مانِع .
فأنتخب واحد من الوزر ، واجلسه مكانه قايمقام ، واوصاه بالعدل على الرعايا .,verb noun prep noun punc verb noun noun_prop punc verb noun prep noun punc,ٱِنْتَخَب واحِد مِن وِزْر ، جَلَس مَكان قايمقام ، أَوْصَى عَدْل عَلَى رَعِيَّة .
ونزل صار يدبر شغله ، وجمع جميع امواله وخزاينه ، وعباهم بالصناديق ، وانتخب الف مملوك من خاص مماليكه .,verb verb verb noun punc noun noun noun noun_prop punc verb noun punc verb noun adj prep adj noun_prop punc,نَزَل صار دَبَّر شُغْل ، جَمْع جَمِيع مال وخزاينه ، عَبَّأ صُنْدُوق ، ٱِنْتَخَب أَلْف مَمْلُوك مِن خاصّ مَمْلُوك .
ولما انتها شغله ، ارسل خبر للقبطان باشى ان يحضر له مركب .,conj verb noun punc verb noun noun noun conj_sub verb prep noun punc,لَمّا آن شُغْل ، أَرْسَل خَبَر قُبْطان باشّ أَنَّ حَضَر لِ مَرْكَب .
وارسل جميع ارزاقه حتى وسق المركب ، وبعث زوجته والمياسه ومعروف قدامه على المركب ، وطلع على الديوان ، جلس ساعة زمان .,verb noun noun prep verb noun punc verb noun noun adj noun prep noun punc verb prep noun punc verb noun noun punc,أَرْسَل جَمِيع رِزْق حَتَّى وَسَق مَرْكَب ، بَعَث زَوْجَة مَيّاس مَعْرُوف قُدّام عَلَى مَرْكَب ، طَلَع عَلَى دِيوان ، جَلَس ساعَة زَمان .
كانوا وضبوا له الألاي ، وطلع ، هو والأعيان ، الى ان وصل للمينه ، ودعهم ونزل ، هو والمماليك ، الى المركب ، وقلع بظهر البحر وساروا طالبين اسكندريه .,verb verb prep noun punc verb punc pron noun punc prep conj_sub verb noun punc verb verb punc pron noun_prop punc prep noun punc verb noun noun verb noun adj punc,كان ضَبّ لِ أَلاي ، طَلَع ، هُوَ أَعْيان ، إِلَى أَنَّ وَصَل مِيناء ، وَدَع نَزَل ، هُوَ مَمْلُوك ، إِلَى مَرْكَب ، قَلَع ظُهْر بَحْر سار طالِب إِسْكَنْدَرِيّ .
وطاب لهم الريح ، بأيام قلائيل وصلوا وضربوا مدفع السلامه .,noun prep noun punc noun noun_prop verb verb noun noun punc,طاب لِ رِيح ، يَوْم قلائيل وَصَل ضَرَب مِدْفَع سَلامَة .
هنالك اظهر اسلامه ، واعرض الأسلام على القبطان والنوتيه والمماليك ، فأسلموا الجميع عن بكرة ابيهم ، وما تخلف منهم احد .,adv verb noun_prop punc verb noun_prop prep noun noun noun_prop punc verb noun prep noun noun punc pron_rel noun prep noun punc,هُناكَ أَظْهَر إِسْلام ، عَرَض إِسْلام عَلَى قُبْطان نُوتِيّ مَمْلُوك ، أَسْلَم جَمِيع عَن بَكْرَة أَب ، ما تَخَلُّف مِن أَحَد .
وطلعوا على اسكندريه ، فلاقا لهم حاكمها ، وادخلهم بألاي معتبر ، وكتب وعرف الملك العادل ، وانزلهم بدار الضيافه ، وقام بواجبهم ، واكرمهم .,verb prep adj punc verb prep noun punc verb noun adj punc verb verb noun adj punc verb noun noun punc verb noun punc verb punc,طَلَع عَلَى إِسْكَنْدَرِيّ ، لاق لِ حاكِم ، دَخَل بال مُعْتَبَر ، كَتَب عَرَف مَلِك عادِل ، نَزَل دار ضِيافَة ، قام واجِب ، كَرَّم .
لهم كلام .,prep noun punc,لِ كَلام .
واما الملك ، فأنه كان جالس بالديوان ، وداخل ابراج يصيح : سبحان هادي الطير .,conj noun punc conj_sub verb noun noun punc noun noun verb punc noun noun_prop noun punc,إِمّا مَلِك ، أَنَّ كان جالِس دِيوان ، داخِل بُرْج صاح : سُبْحان هادِي طَيْر .
قال الملك : وعالم الغيب ، وراحم الشيب .,verb noun punc noun noun punc noun_prop noun punc,قال مَلِك : عالَم غائِب ، وراحم شَيْب .
العلامه ، براج السلامه ؟,noun punc noun noun punc,عَلامَة ، راجِي سَلامَة ؟
قال له : افندم ، من اسكندريه .,verb prep punc noun_prop punc prep adj punc,قال لِ : أَفَنْدِم ، مِن إِسْكَنْدَرِيّ .
تنقل الكتاب منازل ، وصل ليد الملك ، فضه وقراه ، يرا : من يد عبد الباب ، حاكم اسكندريه ، الى حضرت امير المؤمنين افندم ، نعرض الى مراحمكم العليه ، اذ كنا قاعدين وورد علينا مركب من بلاد الغلف ، وخرج منه المقدم معروف ابو طبر وزوجته المياسه ، وصحبته ملك الغلف الطوردين ابن اسطالوت الغلفى ، ومعه امواله وعياله ، والف مملوك وكلهم اسلام ، يوحدوا الملك العلام .,verb noun noun punc verb noun noun punc noun noun punc verb punc prep noun noun_prop noun punc noun adj punc prep verb noun noun noun_prop punc verb prep noun noun punc conj verb noun verb prep noun prep noun noun punc verb prep noun adj noun_prop noun noun noun punc verb noun noun noun_prop noun_prop noun_prop noun_prop punc prep noun noun punc noun adj noun noun_prop punc verb noun noun punc,نَقَل كِتاب مَنْزِل ، وَصَل يَد مَلِك ، فِضَّة قَرْيَة ، أَرْأَى : مِن يَد عَبْد باب ، حاكِم إِسْكَنْدَرِيّ ، إِلَى حَضَر أَمِير مُؤْمِن أَفَنْدِم ، عَرَض إِلَى مَرْحَمَة عِلْيَة ، إِذ كان قاعِد وَرَد عَلَى مَرْكَب مِن بَلَد غِلاف ، خَرَج مِن مُقَدَّم مَعْرُوف أَبُو طَبَر زَوْجَة مَيّاس ، صَحِب مَلِك غِلاف الطوردين ٱِبْن اسطالوت الغلفي ، مَع مال عِيال ، أَلْف مَمْلُوك كُلّ إِسْلام ، وَحَّد مَلِك عَلّام .
فأنزلناهم بدار الضيافه ، وارسلنا نعلم سعادتكم ، والأمر امركم .,verb noun noun punc verb verb noun punc noun noun punc,أَنْزَل دار ضِيافَة ، أَرْسَل عَلِم سَعادَة ، أَمَرّ أَمَرّ .
قال .,verb punc,قال .
.,punc,.
.,punc,.
فلما قرا الملك ذلك المكاتبه ، اعطاها الى قارى الديوان ، قراها على راس الخاص والعام ، وبعدها امر الملك الى القبجى * باشى والفداويه ان يروحوا يلاقوا للمقدم معروف الى اسكندريه .,conj verb noun pron_dem noun punc verb prep adj noun punc noun prep noun adj adj punc noun noun noun prep noun_prop punc noun noun_prop conj_sub verb verb noun adj prep adj punc,لَمّا قَرَأ مَلِك ذٰلِكَ مُكاتَبَة ، أَعْطَى إِلَى قارِّيّ دِيوان ، قَرْيَة عَلَى رَأْس خاصّ عامّ ، بُعْد أَمْر مَلِك إِلَى القبجي * باشّ والفداويه أَنَّ راح لاقَى مُقَدَّم مَعْرُوف إِلَى إِسْكَنْدَرِيّ .
فأجابوه بالسمع والطاعه ، وقاموا ركبوا من تلك الساعه ، وساروا طالبين اسكندريه .,verb noun noun punc verb verb prep pron_dem noun punc verb noun adj punc,أَجاب سَمْع طاعَة ، قام رَكَّب مِن ذٰلِكَ ساعَة ، سار طالِب إِسْكَنْدَرِيّ .
فلما وصلوا ، سلموا على معروف وهنوه بأجتماعه بزوجته ، وسلموا على الطوردين ، وتشكروا فضله وهنوه بأسلامه ، واخذوهم ورجعوا على مصر .,conj verb punc verb prep adj noun noun noun punc verb prep noun_prop punc verb noun noun noun_prop punc verb verb prep noun_prop punc,لَمّا وَصَل ، سَلَّم عَلَى مَعْرُوف هِنْو ٱِجْتِماع زَوْجَة ، سَلَّم عَلَى الطوردين ، شَكَر فَضْل هِنْو إِسْلام ، أَخَذ رَجَع عَلَى مِصْر .
ولما وصلوا ، بعثوا خبر للملك ، فأمر الأعيان ان يطلعوا يلاقوا لهم بالألاي ، فطلعوا وادخلوهم بنهار يعد من الأعمار .,conj verb punc verb noun noun punc noun noun conj_sub verb verb prep noun punc verb verb noun_prop verb prep noun punc,لَمّا وَصَل ، بَعَث خَبَر مَلِك ، أَمَرّ أَعْيان أَنَّ أَطْلَع لاقَى لِ أَلاي ، طَلَع أَدْخَل نَهار عاد مِن عُمْر .
ولما وصلوا الى الديوان ، استقبلهم الملك العادل ، وترحب فيهم وسلم عليهم ، واخذهم الى جانبه ، وامر لهم بالمشروب .,conj verb prep noun punc verb noun adj punc verb prep verb prep punc verb prep noun punc noun prep noun punc,لَمّا وَصَل إِلَى دِيوان ، ٱِسْتَقْبَل مَلِك عادِل ، رَحَّب فِي سَلَّم عَلَى ، أَخَذ إِلَى جانِب ، أَمَرّ لِ مَشْرُوب .
وبعدها صرخ : هاتوا كرك وافرُغوه على اكتاف طوردين .,noun verb punc noun_prop noun verb prep noun noun_prop punc,بُعْد صَرَخ : هاتوا كَرّ أَفْرَغ عَلَى كَتِف طوردين .
فحالاً صار على اكتافه .,noun verb prep noun punc,حال صار عَلَى كَتِف .
فقالت الشاويشيه : مستاهل بأيش ؟,verb noun punc noun noun_prop punc,قال شاوِيش : مُسْتَأْهِل بايش ؟
قال : هذا سلطان على جميع الزعر الأربع طوايف ، الشهابيه والسقوره والنموره والفهوده .,verb punc pron_dem noun_prop prep noun noun adj noun_prop punc adj noun_prop noun_prop noun_prop punc,قال : هٰذا سُلْطان عَلَى جَمِيع زَعِر أَرْبَع طوايف ، شِهابِيّ والسقوره والنموره والفهوده .
